    x1        y1         x2      y2 
0.0 0.0 0.0 1.0
0.161107315569 0.160411280858 0.161107315569 0.987050262638
0.322214631137 0.316667993801 0.322214631137 0.948536441947
0.483321946706 0.464723172044 0.483321946706 0.885456025653
0.644429262275 0.600742264238 0.644429262275 0.799442763404
0.805536577844 0.721202447344 0.805536577844 0.69272435351
0.966643893412 0.822983865894 0.966643893412 0.568064746731
1.12775120898 0.90345043461 1.12775120898 0.428692561403
1.28885852455 0.960518111631 1.28885852455 0.278217463916
1.44996584012 0.992708874098 1.44996584012 0.120536680255
1.61107315569 0.999188998172 1.61107315569 -0.0402659401094
1.77218047126 0.979790652042 1.77218047126 -0.200025693776
1.93328778682 0.935016242685 1.93328778682 -0.354604887043
2.09439510239 0.866025403784 2.09439510239 -0.5
2.25550241796 0.774604961828 2.25550241796 -0.632445375595
2.41660973353 0.663122658241 2.41660973353 -0.748510748171
2.5777170491 0.534465826128 2.5777170491 -0.845190085544
2.73882436467 0.39196660986 2.73882436467 -0.919979443659
2.89993168024 0.239315664288 2.89993168024 -0.970941817426
3.06103899581 0.0804665687167 3.06103899581 -0.996757308134
3.22214631137 -0.0804665687167 3.22214631137 -0.996757308134
3.38325362694 -0.239315664288 3.38325362694 -0.970941817426
3.54436094251 -0.39196660986 3.54436094251 -0.919979443659
3.70546825808 -0.534465826128 3.70546825808 -0.845190085544
3.86657557365 -0.663122658241 3.86657557365 -0.748510748171
4.02768288922 -0.774604961828 4.02768288922 -0.632445375595
4.18879020479 -0.866025403784 4.18879020479 -0.5
4.34989752036 -0.935016242685 4.34989752036 -0.354604887043
4.51100483592 -0.979790652042 4.51100483592 -0.200025693776
4.67211215149 -0.999188998172 4.67211215149 -0.0402659401094
4.83321946706 -0.992708874098 4.83321946706 0.120536680255
4.99432678263 -0.960518111631 4.99432678263 0.278217463916
5.1554340982 -0.90345043461 5.1554340982 0.428692561403
5.31654141377 -0.822983865894 5.31654141377 0.568064746731
5.47764872934 -0.721202447344 5.47764872934 0.69272435351
5.6387560449 -0.600742264238 5.6387560449 0.799442763404
5.79986336047 -0.464723172044 5.79986336047 0.885456025653
5.96097067604 -0.316667993801 5.96097067604 0.948536441947
6.12207799161 -0.160411280858 6.12207799161 0.987050262638
6.28318530718 -2.44929359829e-16 6.28318530718 1.0
